Chicken	Duck
SLC46A3	SLC46A3
ROCK1	ROCK1
FLVCR2	FLVCR2
POMP	POMP
ENKUR	ENKUR
PLCXD2	PLCXD2
ALB	ALB
ERG28	ERG28
GREB1L	GREB1L
ESCO1	ESCO1
ABHD3	ABHD3
RASSF6	RASSF6
PHLDB2	PHLDB2
PRTFDC1	PRTFDC1
MIB1	MIB1
MTIF3	MTIF3
MED23	MED23
GATA6	GATA6
LNX2	LNX2
DCT	DCT
CCDC170	CCDC170
TGFB3	TGFB3
TTC39C	TTC39C
ALCAM	ALCAM
CWF19L2	CWF19L2
IMPA1	IMPA1
ARHGAP21	ARHGAP21
METTL21C	METTL21C
CBLB	CBLB
GUCY1A2	GUCY1A2
GPATCH2L	GPATCH2L
OSBPL1A	OSBPL1A
TPP2	TPP2
BAMBI	BAMBI
AASDHPPT	AASDHPPT
EPHA5	EPHA5
WAC	WAC
IMPACT	IMPACT
NEPRO	NEPRO
FGF14	FGF14
ESR1	ESR1
KBTBD3	KBTBD3
MSANTD4	MSANTD4
EPB41L2	EPB41L2
TRPC3	TRPC3
ITGBL1	ITGBL1
ESRRB	ESRRB
TAF13	TAF13
BBS7	BBS7
VASH1	VASH1
CCNA2	CCNA2
GTPBP8	GTPBP8
NALCN	NALCN
ANGEL1	ANGEL1
GRIA4	GRIA4
MYCT1	MYCT1
EXOSC9	EXOSC9
ZNF521	ZNF521
CIPC	CIPC
GATA3	GATA3
ZDHHC22	ZDHHC22
TMTC4	TMTC4
RAP2A	RAP2A
VIP	VIP
NGB	NGB
FBXO5	FBXO5
KIAA1217	KIAA1217
TMEM200A	TMEM200A
PDGFD	PDGFD
SLC35A5	SLC35A5
MTRF1L	MTRF1L
KLHL14	KLHL14
POMT2	POMT2
BZW2	BZW2
SAMD3	SAMD3
ITIH5	ITIH5
ANXA5	ANXA5
ITIH2	ITIH2
SLC19A2	SLC19A2
CYP51A1	CYP51A1
MTTP	MTTP
KIN	KIN
MBNL2	MBNL2
L3MBTL3	L3MBTL3
DAPP1	DAPP1
CCDC181	CCDC181
TMEM244	TMEM244
FLT1	FLT1
ATP5C1	ATP5F1C
MPP7	MPP7
IFNGR1	IFNGR1
TAF3	TAF3
BLZF1	BLZF1
PAN3	PAN3
IL22RA2	IL22RA2
QRFPR	QRFPR
PSPC1	PSPC1
SCAF8	SCAF8
TIAM2	TIAM2
ASXL3	ASXL3
YME1L1	YME1L1
IL20RA	IL20RA
PARP4	PARP4
CHCHD3	CHCHD3
SLC35D3	SLC35D3
NOL4	NOL4
TFB1M	TFB1M
DNAJB14	DNAJB14
MASTL	MASTL
CLDN20	CLDN20
PLXNA4	PLXNA4
NME7	NME7
PEX7	PEX7
UGGT2	UGGT2
MAP3K5	MAP3K5
NOX3	NOX3
FBXO30	FBXO30
ACBD5	ACBD5
DTNA	DTNA
M1AP	M1AP
DNAJC3	DNAJC3
TNIP3	TNIP3
SHPRH	SHPRH
MEIS2	MEIS2
CAMK1D	CAMK1D
ATP1B1	ATP1B1
RDX	RDX
MAP7	MAP7
AUP1	AUP1
H2AZ1	H2AZ1
DPT	DPT
CDIN1	CDIN1
DZIP1	DZIP1
FGF9	FGF9
RAB32	RAB32
OPTN	OPTN
MAPRE2	MAPRE2
PDSS1	PDSS1
CPOX	CPOX
CLDN10	CLDN10
MCM10	MCM10
PHYH	PHYH
MICU2	MICU2
SEPHS1	SEPHS1
NDNF	NDNF
BCLAF1	BCLAF1
ABCC4	ABCC4
BEND7	BEND7
CEBPD	CEBPD
APBB1IP	APBB1IP
PRKCQ	PRKCQ
STXBP5	STXBP5
MTFR2	MTFR2
GAD2	GAD2
PRKDC	PRKDC
PPP3CA	PPP3CA
ST3GAL6	ST3GAL6
ELAPOR2	ELAPOR2
MCM4	MCM4
GRM3	GRM3
GPC5	GPC5
PRDM5	PRDM5
MAD2L1	MAD2L1
AQR	AQR
PDE7B	PDE7B
GPR180	GPR180
TBX19	TBX19
UBE2V2	UBE2V2
BANK1	BANK1
ACTC1	ACTC1
SFT2D2	SFT2D2
MYO3A	MYO3A
TIPRL	TIPRL
UST	UST
GPR161	GPR161
RPL7L1	RPL7L1
SEMA3D	SEMA3D
PRKD1	PRKD1
ZC3H12D	ZC3H12D
TGDS	TGDS
SLC39A8	SLC39A8
LATS2	LATS2
PPIL4	PPIL4
SEMA3A	SEMA3A
PFKP	PFKP
COL8A1	COL8A1
NFKB1	NFKB1
TMEM161B	TMEM161B
XPO4	XPO4
GINM1	GINM1
PITRM1	PITRM1
G2E3	G2E3
DCBLD2	DCBLD2
GGACT	GGACT
KLF6	KLF6
MKX	MKX
SMO	SMO
PDE5A	PDE5A
KATNA1	KATNA1
SCFD1	SCFD1
DYNLT1	DYNLT1
LATS1	LATS1
SS18	SS18
COCH	COCH
MYOZ2	MYOZ2
AHCYL2	AHCYL2
SMARCAD1	SMARCAD1
EEF1AKMT1	EEF1AKMT1
PCCA	PCCA
HPGDS	HPGDS
PTBP3	PTBP3
SYTL3	SYTL3
SYNPO2	SYNPO2
STRN3	STRN3
NUP43	NUP43
IL-17D	IL17D
SUSD1	SUSD1
AP4S1	AP4S1
TAF4B	TAF4B
GRIN3A	GRIN3A
IFT88	IFT88
PCMT1	PCMT1
AQP4	AQP4
RPL34	RPL34
NRF1	NRF1
LRP11	LRP11
EZR	EZR
RNF20	RNF20
METTL14	METTL14
WDR37	WDR37
PPP1R14C	PPP1R14C
CRYL1	CRYL1
IYD	IYD
CMSS1	CMSS1
TAGAP	TAGAP
FILIP1L	FILIP1L
RSPH3	RSPH3
CLYBL	CLYBL
HECTD1	HECTD1
TM9SF2	TM9SF2
TMEM246	PGAP4
NEUROG2	NEUROG2
CHST9	CHST9
HEATR5A	HEATR5A
ALDOB	ALDOB
PLAGL1	PLAGL1
TBC1D23	TBC1D23
MRPL50	MRPL50
PARD3	PARD3
TMEM215	TMEM215
ZC2HC1B	ZC2HC1B
MTHFD1L	MTHFD1L
DTD2	DTD2
PHACTR2	PHACTR2
CELF2	CELF2
CDH2	CDH2
NRP1	NRP1
NIT2	NIT2
ITGB1	ITGB1
HADH	HADH
MOS	MOS
FUCA2	FUCA2
USP6NL	USP6NL
CYP2U1	CYP2U1
UBAC2	UBAC2
LNP1	LNP1
SGMS2	SGMS2
GJA3	GJA3
TMEM45A	TMEM45A
EPC1	EPC1
SEC24B	SEC24B
KIF5B	KIF5B
NUBPL	NUBPL
PRPF18	PRPF18
AKAP12	AKAP12
ADAT2	ADAT2
ARHGAP5	ARHGAP5
ZBTB2	ZBTB2
COL25A1	COL25A1
PROSER2	PROSER2
ELAVL2	ELAVL2
ETNPPL	ETNPPL
AIG1	AIG1
RMND1	RMND1
ZMYM2	ZMYM2
TET2	TET2
ARHGAP12	ARHGAP12
HIVEP2	HIVEP2
GPR18	GPR18
AKAP6	AKAP6
CXXC4	CXXC4
TFG	TFG
SVEP1	SVEP1
TACR3	TACR3
ARMT1	ARMT1
RASL11A	RASL11A
RPL21	RPL21
RNASET2	RNASET2
MUSK	MUSK
ADGRG6	ADGRG6
UFSP2	UFSP2
UPF2	UPF2
VTA1	VTA1
DOCK9	DOCK9
NMBR	NMBR
LRP2BP	LRP2BP
LPAR1	LPAR1
NPAS3	NPAS3
USP12	USP12
SEC61A2	SEC61A2
NEBL	NEBL
RPS6KA2	RPS6KA2
GPR12	GPR12
WASF3	WASF3
SNX25	SNX25
SLC15A1	SLC15A1
MPC1L	MPC1
DNAJC1	DNAJC1
EGLN3	EGLN3
STK24	STK24
CDK8	CDK8
SLC25A4	SLC25A4
CORO2A	CORO2A
MYB	MYB
SLITRK5	SLITRK5
CCNH	CCNH
SNX32	SNX6
RNF6	RNF6
SFT2D1	SFT2D1
MLLT10	MLLT10
RASA1	RASA1
EAPP	EAPP
CITED2	CITED2
BRMS1L	BRMS1L
TBXT	TBXT
PAPSS1	PAPSS1
NUDT5	NUDT5
SLITRK6	SLITRK6
ATP8A2	ATP8A2
TXLNB	TXLNB
PROX2	PROX2
TXNL4B	TXNL4B
UGCG	UGCG
HSPA14	HSPA14
PLXDC2	PLXDC2
GJD2	GJD2
SHISA2	SHISA2
ABRACL	ABRACL
SUV39H2	SUV39H2
AREL1	AREL1
NUP58	NUP58
FCF1	FCF1
SLC2A12	SLC2A12
YLPM1	YLPM1
PDE10A	PDE10A
DCLRE1C	DCLRE1C
MALRD1	MALRD1
IPO5	IPO5
GIMD1	GIMD1
TRMT10C	TRMT10C
CDC123	CDC123
MTMR6	MTMR6
SLC10A2	SLC10A2
SPATA5	AFG2A
AMER2	AMER2
TNFAIP3	TNFAIP3
ARL5B	ARL5B
HSDL2	HSDL2
NSUN6	NSUN6
PCNP	PCNP
QKI	QKI
AIMP1	AIMP1
RALGAPA1	RALGAPA1
TMEM243	TMEM243
RPL24	RPL24
KDELC1	POGLUT2
DMTF1	DMTF1
WDR54	WDR54
ARHGAP18	ARHGAP18
PACRG	PACRG
CEP97	CEP97
PODXL	PODXL
TBCK	TBCK
SPATA13	SPATA13
ZDHHC14	ZDHHC14
CACNB2	CACNB2
DLST	DLST
RTKN	RTKN
EDIL3	EDIL3
NXPE3	NXPE3
SLC39A12	SLC39A12
MKLN1	MKLN1
EIF2B2	EIF2B2
NPNT	NPNT
MOGS	MOGS
MIPEP	MIPEP
GAREM1	GAREM1
TNFRSF19	TNFRSF19
NFKBIZ	NFKBIZ
SNX9	SNX9
TBPL1	TBPL1
NEK9	NEK9
RPS23	RPS23
PARK2	PRKN
TCF21	TCF21
TMED10	TMED10
RBM17	RBM17
GSTCD	GSTCD
SSTR1	SSTR1
SACS	SACS
CGGBP1	CGGBP1
FOS	FOS
CLEC14A	CLEC14A
SGCG	SGCG
ATG10	ATG10
AGPAT4	AGPAT4
INTS12	INTS12
ZNF654	ZNF654
EYA4	EYA4
ARHGEF38	ARHGEF38
EPHA3	EPHA3
PFKFB3	PFKFB3
C9orf72	C9orf72
SEMA3E	SEMA3E
PROS1	PROS1
PPA2	PPA2
MAP3K4	MAP3K4
EXOSC8	EXOSC8
CENPW	CENPW
STAM	STAM
ARL13B	ARL13B
GNG10	GNG10
HACD1	HACD1
VRTN	VRTN
TRMT11	TRMT11
DNAJC25	DNAJC25
FZD8	FZD8
ECPAS	ECPAS
SLC22A3	SLC22A3
ALG5	ALG5
ABCD4	ABCD4
ANAPC10	ANAPC10
DENND6B	DENND6B
SYNDIG1L	SYNDIG1L
STX19	STX19
ALDH8A1	ALDH8A1
HHIP	HHIP
SEC23A	SEC23A
HINT3	HINT3
SMC2	SMC2
NSUN3	NSUN3
PPP6R2	PPP6R2
IGF2R	IGF2R
GEMIN2	GEMIN2
ABCE1	ABCE1
PTGR1	PTGR1
SGK1	SGK1
SERTM1	SERTM1
TRAPPC6A	TRAPPC6B
TAAR2	TAAR2
CCNA1	CCNA1
MSH5	MSH5
OLIG3	OLIG3
CAAP1	CAAP1
SPG20	SPART
OTUD4	OTUD4
SMAD1	SMAD1
RGS17	RGS17
MMAA	MMAA
LSAMP	LSAMP
MAS1	MAS1
SOD2	SOD2
PLAA	PLAA
DCLK1	DCLK1
IFT74	IFT74
FGFR1OP	CEP43
GAP43	GAP43
CCR6	CCR6
LRRC19	LRRC19
ZNF827	ZNF827
ZBTB20	ZBTB20
ZNF410	ZNF410
TAB2	TAB2
ZC3HC1	ZC3HC1
REELD1	REELD1
FAM161B	FAM161B
KLHDC10	KLHDC10
DRD3	DRD3
TEK	TEK
RFC3	RFC3
TMEM209	TMEM209
ZDHHC23	ZDHHC23
CPA2	CPA2
COQ6	COQ6
USP10	USP10
SLC10A7	SLC10A7
ENTPD5	ENTPD5
POU4F2	POU4F2
SSBP2	SSBP2
CCDC191	CCDC191
CEP41	CEP41
TTC29	TTC29
ACOT12	ACOT12
STARD13	STARD13
EDNRA	EDNRA
MEST	MEST
TMEM184C	TMEM184C
GRAMD1C	GRAMD1C
COPG2	COPG2
LIN52	LIN52
DACT2	DACT2
FBXO18	FBH1
PRMT9	PRMT9
GPR15	GPR15
CFL2	CFL2
PDS5B	PDS5B
BAZ1A	BAZ1A
CRISPLD2	CRISPLD2
ARHGAP10	ARHGAP10
LINGO2	LINGO2
HAPLN1	HAPLN1
NR3C2	NR3C2
VCAN	VCAN
BRCA2	BRCA2
ZAR1L	ZAR1L
FAM208B	TASOR2
PPP2R3C	PPP2R3C
COX4I1	COX4I1
PSMA6	PSMA6
EMC8	EMC8
XRCC4	XRCC4
GTF2A1	GTF2A1
LTV1	LTV1
FRY	FRY
ASB13	ASB13
STON2	STON2
SEL1L	SEL1L
C5H14orf4	IRF2BPL
TMEM167A	TMEM167A
NET1	NET1
FOXG1	FOXG1
DCLK2	DCLK2
EFCAB2	EFCAB2
GSE1	GSE1
LRBA	LRBA
RHOU	RHOU
B3GLCT	B3GLCT
HSPH1	HSPH1
SMYD3	SMYD3
ID4	ID4
UCN3	UCN3
ALOX5AP	ALOX5AP
MAB21L2	MAB21L2
PLPPR1	PLPPR1
HELT	HELT
KIF26B	KIF26B
ZCCHC14	ZCCHC14
PGBD5	PGBD5
CA7	CA7
USPL1	USPL1
SLC35B4	SLC35B4
POLH	POLH
SNX30	SNX30
ACSL1	ACSL1
SRD5A2	SRD5A2
KATNAL1	KATNAL1
CENPU	CENPU
INIP	INIP
CASP3	CASP3
NCAM2	NCAM2
UBL3	UBL3
PRIMPOL	PRIMPOL
CEBPZ	CEBPZ
ZCCHC9	ZCCHC9
CMTM3	CMTM3
SLC7A1	SLC7A1
MBOAT1	MBOAT1
ARL6	ARL6
IRF2	IRF2
BLVRA	BLVRA
PRKD3	PRKD3
CKMT2	CKMT2
RASGRF2	RASGRF2
MINA	RIOX2
QPCT	QPCT
VGLL3	VGLL3
ENPP6	ENPP6
MAB21L1	MAB21L1
SLC30A6	SLC30A6
LANCL2	LANCL2
EPM2A	EPM2A
MTHFSD	MTHFSD
MSH3	MSH3
FOXF1	FOXF1
SPAST	SPAST
NFATC1	NFATC1
ANKRD34B	ANKRD34B
CDH5	CDH5
CADM2	CADM2
STOX2	STOX2
TRAPPC11	TRAPPC11
CCDC125	CCDC125
CDH11	CDH11
ATP9B	ATP9B
AK6	AK6
GAN	GAN
QTRT2	QTRT2
SALL3	SALL3
PRORP	PRORP
RAD17	RAD17
ING2	ING2
NOX4	NOX4
ROBO1	ROBO1
MEMO1	MEMO1
CMIP	CMIP
CHORDC1	CHORDC1
EGFR	EGFR
CYP1B1	CYP1B1
NANP	NANP
PLCG2	PLCG2
WWC2	WWC2
SDR42E1	SDR42E1
GPATCH11	GPATCH11
ROBO2	ROBO2
DCTD	DCTD
NME6	NME6
HEATR5B	HEATR5B
MEF2C	MEF2C
RNF144B	RNF144B
TUSC1	TUSC1
HSD17B2	HSD17B2
STRN	STRN
SHANK3	SHANK3
CHODL	CHODL
NFX1	NFX1
TENM3	TENM3
CTSC	CTSC
MPHOSPH6	MPHOSPH6
TMPRSS15	TMPRSS15
RAB38	RAB38
GALNT12	GALNT12
DCUN1D5	DCUN1D5
GABBR2	GABBR2
RPS3A	RPS3A
MLYCD	MLYCD
HSBP1	HSBP1
SH3D19	SH3D19
FEZ2	FEZ2
IRX4	IRX4
FHIP1A	FHIP1A
TRIP13	TRIP13
PDZK1P1	PDZK1
WFDC1	WFDC1
GATB	GATB
LPCAT1	LPCAT1
ELP2	ELP2
KCNG4	KCNG4
TTC27	TTC27
FBXW7	FBXW7
SEC61B	SEC61B
ATP2C2	ATP2C2
TMEM154	TMEM154
ALG2	ALG2
TLDC1	MEAK7
BIRC6	BIRC6
TPPP	TPPP
TMEM123	TMEM123
ZNF318	ZNF318
KLHL36	KLHL36
CTNNAL1	CTNNAL1
HTR1F	HTR1F
FAM98A	FAM98A
POU1F1	POU1F1
ARFIP1	ARFIP1
FAM206A	ABITRAM
FHDC1	FHDC1
CDH8	CDH8
CHMP2B	CHMP2B
RASGRP3	RASGRP3
ADAMTS18	ADAMTS18
SLC39A6	SLC39A6
SCLT1	SCLT1
LTBP1	LTBP1
RBM11	RBM11
COG2	COG2
CSGALNACT1	CSGALNACT1
PRSS23	PRSS23
DEK	DEK
AGT	AGT
SH2D4A	SH2D4A
FZD4	FZD4
NUDT7	NUDT7
VAT1L	VAT1L
CAPN9	CAPN9
CLEC3A	CLEC3A
KIF13A	KIF13A
SIRT5	SIRT5
MBP	MBP
NOL7	NOL7
INTS10	INTS10
SAMSN1	SAMSN1
WWOX	WWOX
ZNF236	ZNF236
HGSNAT	HGSNAT
MAF	MAF
TTC13	TTC13
ME3	ME3
ARV1	ARV1
PRCP	PRCP
POMK	POMK
CDYL2	CDYL2
NRIP1	NRIP1
SMIM19	SMIM19
GUCY1A1	GUCY1A1
TFAP2B	TFAP2B
TFAP2D	TFAP2D
TSTD1	CXADR
SLC20A2	SLC20A2
FAM181B	FAM181B
RNF182	RNF182
VSTM2A	VSTM2A
CENPN	CENPN
INTU	INTU
ATMIN	ATMIN
TYR	TYR
GABRR3	GABRR3
TBP	TBP
ZNF516	ZNF516
INHBA	INHBA
GCSH	GCSH
HSPA4L	HSPA4L
KLHL2	KLHL2
MSMO1	MSMO1
PSMB1	PSMB1
PLK4	PLK4
BCO1	BCO1
CPE	CPE
DHTKD1	DHTKD1
GLI3	GLI3
GRM5	GRM5
CDT1	CDT1
DCAF6	DCAF6
GDI1	GDI2
MFSD8	MFSD8
GOLGB1	GOLGB1
TIMMDC1	TIMMDC1
EFHC1	EFHC1
GAB1	GAB1
FHOD3	FHOD3
FSTL5	FSTL5
MRPL32	MRPL32
NAF1	NAF1
IRX2	IRX2
IRX1	IRX1
GALNS	GALNS
ANKS6	ANKS6
TRAPPC2L	TRAPPC2L
PAQR8	PAQR8
HECW1	HECW1
MCM3	MCM3
POGLUT1	POGLUT1
NPY1R	NPY1R
FAT3	FAT3
FAM120B	FAM120B
YAP1	YAP1
STK17A	STK17A
EIF3E	EIF3E
DLL1	DLL1
C11orf70	CFAP300
LRRC14B	LRRC14B
CBFA2T3	CBFA2T3
GBE1	GBE1
NPY5R	NPY5R
CEP126	CEP126
PKHD1	PKHD1
LARP1B	LARP1B
ANGPTL5	ANGPTL5
BCL9	BCL9
GLIPR2	GLIPR2
MRPL19	MRPL19
PGRMC2	PGRMC2
BLOC1S4	BLOC1S4
ARC	ARC
TGFBR1	TGFBR1
EMC2	EMC2
TMA16	TMA16
HS1BP3	HS1BP3
CDH15	CDH15
TSNAX	TSNAX
ADCY8	ADCY8
LDAH	LDAH
TMEM74	TMEM74
SLC22A31	SLC22A31
SPRTN	SPRTN
EXOC8	EXOC8
CARMIL1	CARMIL1
ANKRD11	ANKRD11
APOB	APOB
JADE1	JADE1
RAB30	RAB30
MARCHF1	MARCHF1
TDRD15	TDRD15
RECK	RECK
RCHY1	RCHY1
EIF3H	EIF3H
MYC	MYC
TARBP1	TARBP1
SPG7	SPG7
PCF11	PCF11
LAPTM4A	LAPTM4A
FAM65B	RIPOR2
KIAA0319	KIAA0319
NUDCD1	NUDCD1
TMEM192	TMEM192
RPL13	RPL13
SDC1	SDC1
ALDH5A1	ALDH5A1
GJA8	GJA8
CBR4	CBR4
GPLD1	GPLD1
CERK	CERK
ADNP2	ADNP2
ARHGAP39	ARHGAP39
GSR	GSR
PPP2CB	PPP2CB
SLC35F3	SLC35F3
TBC1D22A	TBC1D22A
PURG	PURG
KCNK7	KCNK1
GJA5	GJA5
MLK4	MAP3K21
PUM2	PUM2
DPEP1	DPEP1
TDP2	TDP2
SPOCK3	SPOCK3
WRN	WRN
CHMP1A	CHMP1A
IL17REL	IL17REL
DCDC2	DCDC2
ASAP1	ASAP1
ANXA10	ANXA10
CDK10	CDK10
ZNF830	ZNF830
RBFA	RBFA
MLC1	MLC1
GTF2E2	GTF2E2
USP25	USP25
KCNV1	KCNV1
DDX60	DDX60
CHMP5	CHMP5
PCNX2	PCNX2
MPC2	MPC2
DLG2	DLG2
SMIM18	SMIM18
NRSN1	NRSN1
RHAG	RHAG
SDHA	SDHA
GUCY1B3	GUCY1B1
CCDC127	CCDC127
TOP1MT	TOP1MT
PRL	PRL
RHPN1	RHPN1
CPNE8	CPNE8
SLC35A4	SLC35A4
SLC6A18	SLC6A18
SPIRE2	SPIRE2
EFR3A	EFR3A
PIM3	PIM3
PANK3	PANK3
CCDC89	CCDC89
RBPMS	RBPMS
TCF25	TCF25
MUT	MMUT
CCDC83	CCDC83
CDC5L	CDC5L
MPZL1	MPZL1
TBC1D2	TBC1D2
RARS	RARS1
RCSD1	RCSD1
OC90	OC90
TDO2	TDO2
CREG1	CREG1
WWC1	WWC1
IKBKAP	ELP1
HHLA1	HHLA1
ASIC5	ASIC5
APTX	APTX
CD247	CD247
DCTN6	DCTN6
NTPCR	NTPCR
CDKAL1	CDKAL1
ABCD2	ABCD2
DNAJA1	DNAJA1
TERT	TERT
SIPA1L2	SIPA1L2
SMU1	SMU1
KCNQ3	KCNQ3
HAS3	HAS3
CTSO	CTSO
CLPTM1L	CLPTM1L
SUPT3H	SUPT3H
MRPL1	MRPL1
RUNX2	RUNX2
MURC	CAVIN4
HTR4	HTR4
PICALM	PICALM
KIF21A	KIF21A
SLC26A2	SLC26A2
SLA	SLA
NREP	NREP
PGR	PGR
SEMA6A	SEMA6A
POU2F1	POU2F1
DISC1	DISC1
CLIC5	CLIC5
PDGFC	PDGFC
VPS4A	VPS4A
EXOC3	EXOC3
TSNARE1	TSNARE1
HNRNPU	HNRNPU
CNOT6L	CNOT6L
PDCD6	PDCD6
STARD4	STARD4
GLRB	GLRB
TPRKB	TPRKB
ENPP4	ENPP4
KCNG2	KCNG2
CAMK4	CAMK4
ILDR2	ILDR2
PPARGC1B	PPARGC1B
CTDP1	CTDP1
GTSE1	GTSE1
ISCA1	ISCA1
CCNG2	CCNG2
GPA33	GPA33
ARHGEF37	ARHGEF37
NIP7	NIP7
STYXL2	STYXL2
DUSP1	DUSP1
TMED6	TMED6
TRMU	TRMU
ZCCHC6	TUT7
PYURF	PYURF
FAM49B	CYRIB
MAEL	MAEL
GRIA2	GRIA2
CNTN5	CNTN5
YTHDC2	YTHDC2
FBXO32	FBXO32
GASK1B	GASK1B
KLHL38	KLHL38
AHRR	AHRR
C2H9ORF30	MSANTD3
CCDC82	CCDC82
MCC	MCC
CNTNAP2	CNTNAP2
MAML2	MAML2
DCP2	DCP2
TMEM144	TMEM144
NFAT5	NFAT5
CELSR1	CELSR1
CYP39A1	CYP39A1
MAPK15	MAPK15
FAM83H	FAM83H
NQO1	NQO1
BCKDHA	BCKDHA
ANXA13	ANXA13
MTMR2	MTMR2
FAM13A	FAM13A
PTGFRN	PTGFRN
PLA2G7	PLA2G7
NOB1	NOB1
CUL1	CUL1
FAM91A1	FAM91A1
TEX10	TEX10
SLC23A1	SLC23A1
SRP19	SRP19
ZBTB18	ZBTB18
PSMD7	PSMD7
INVS	INVS
ADGRF5	ADGRF5
CEP57	CEP57
ADPRH	ADPRH
ERP44	ERP44
GPRIN3	GPRIN3
ZFHX3	ZFHX3
AKT3	AKT3
SCRIB	SCRIB
AADAT	AADAT
EZH2	EZH2
DHX38	DHX38
APC	APC
STX17	STX17
PAIP2B	PAIP2
FAM76B	FAM76B
PDIA4	PDIA4
TNFRSF21	TNFRSF21
MFAP3L	MFAP3L
NR4A3	NR4A3
PUF60	PUF60
LRRC6	DNAAF11
MAFA	MAFA
MATR3	MATR3
RPRD1A	RPRD1A
SNCA	SNCA
CLCN3	CLCN3
ZNF821	ZNF821
MMRN1	MMRN1
SIL1	SIL1
PLD5	PLD5
CTNNA1	CTNNA1
SESN3	SESN3
PHF20L1	PHF20L1
ADCY1	ADCY1
GALNT1	GALNT1
CD36	CD36
CD2AP	CD2AP
ENDOD1	ENDOD1
LRRTM2	LRRTM2
ATXN1L	ATXN1L
FAM84B	LRATD2
CWC15	CWC15
NAPRT	NAPRT
NEK1	NEK1
MSX2	MSX2
IGFBP1	IGFBP1
TMEM245	TMEM245
EXO1	EXO1
PPIP5K2	PPIP5K2
MAGI2	MAGI2
AP1G1	AP1G1
SH3RF1	SH3RF1
EBAG9	EBAG9
SYBU	SYBU
PHLPP2	PHLPP2
SLC7A11	SLC7A11
FRRS1L	FRRS1L
TNS3	TNS3
GIN1	GIN1
cOpn3m	OPN3
AMOTL1	AMOTL1
NHLRC1	NHLRC1
EPB41L4B	EPB41L4B
SF3B6	SF3B6
EPPK1	EPPK1
NOCT	NOCT
CTU2	CTU2
CCSER1	CCSER1
ANKRD49	ANKRD49
PAM	PAM
RNF139	RNF139
PTPN3	PTPN3
NUDT12	NUDT12
CHUK	CHUK
GPR83	GPR83
RAB33B	RAB33B
MOCOS	MOCOS
EEF1D	EEF1D
PANX1	PANX1
TRPS1	TRPS1
AGTPBP1	AGTPBP1
RGS7	RGS7
HEPHL1	HEPHL1
CCDC6	CCDC6
TSTA3	GFUS
RXFP1	RXFP1
SLC4A9	SLC4A9
NAA35	NAA35
TATDN1	TATDN1
NDUFB9	NDUFB9
VSTM5	VSTM5
GRAMD4	GRAMD4
PFDN1	PFDN1
GOLM1	GOLM1
ETFDH	ETFDH
AAED1	PRXL2C
MED17	MED17
HSD17B3	HSD17B3
KARS1	KARS1
BRD1	BRD1
TAF1D	TAF1D
GREM2	GREM2
PPID	PPID
MTSS1	MTSS1
ZNF512	ZNF512
SLC35D2	SLC35D2
KHDRBS3	KHDRBS3
ZNF367	ZNF367
ADAT1	ADAT1
WASHC5	WASHC5
PRR7	PRR7
FNDC4	FNDC4
HABP4	HABP4
FAM135B	FAM135B
FBXO46	FBXO46
NSMCE2	NSMCE2
GABARAPL2	GABARAPL2
TRIB1	TRIB1
FNIP2	FNIP2
IFT172	IFT172
ZBED4	ZBED4
RANBP9	RANBP9
FER1L6	FER1L6
LVRN	LVRN
LRRC2	LRRC2
CNTNAP4	CNTNAP4
NRBP1	NRBP1
PPP1R37	PPP1R37
ANXA11	ANXA11
KCNK9	KCNK9
PPM1G	PPM1G
ECD	ECD
CHRM3	CHRM3
TRAPPC9	TRAPPC9
FAM149B1	FAM149B1
ALG12	ALG12
DEUP1	DEUP1
LIPG	LIPG
TMEM231	TMEM231
DNAJC9	DNAJC9
ZNF513	ZNF513
ARHGAP35	ARHGAP35
UTP23	UTP23
RAPGEF2	RAPGEF2
IGSF3	IGSF3
ZDHHC7	ZDHHC7
SNX17	SNX17
RAD21	RAD21
SLC36A4	SLC36A4
CRELD2	CRELD2
SUPT5H	SUPT5H
PIK3CG	PIK3CG
SLC30A8	SLC30A8
RYR2	RYR2
MTNR1B	MTNR1B
NXNL2	NXNL2
AGO2	AGO2
PRKAR2B	PRKAR2B
KCTD15	KCTD15
TLL1	TLL1
HBP1	HBP1
MED30	MED30
ARL14EPL	ARL14EPL
EXT1	EXT1
EED	EED
SLU7	SLU7
DARS	DARS1
C1QTNF2	C1QTNF2
CXCR4	CXCR4
HIKESHI	HIKESHI
HTRA3	HTRA3
AP3S1	AP3S1
MTR	MTR
THSD7B	THSD7B
LRFN1	LRFN1
SETD7	SETD7
COG5	COG5
S1PR3	S1PR3
ERGIC1	ERGIC1
ACTN2	ACTN2
CISD1	CISD1
SYCN	SYCN
JPH3	JPH3
SCOC	SCOC
HEATR1	HEATR1
CDKL2	CDKL2
SHC3	SHC3
BOD1L1	BOD1L1
TENM4	TENM4
IPMK	IPMK
CKS2	CKS2
MAML3	MAML3
LGALS8	LGALS8
MCCC2	MCCC2
FUT4	FUT4
SECISBP2	SECISBP2
PTK2	PTK2
CARTPT	CARTPT
SAMD12	SAMD12
TMEM128	TMEM128
CLGN	CLGN
DCTN3	DCTN3
SPOPL	SPOPL
LYAR	LYAR
ARID3C	ARID3C
ZBTB49	ZBTB49
LSM14A	LSM14A
FH	FH
KCNN2	KCNN2
SEMA4D	SEMA4D
